character,script_line,season,episode,begin,end,duration,episode_index,bad_words,is_male,is_character
Giacomo Finucci,bisogna farlo in 20 giorni il tempo che le dimissioni diventano effettive,1,1,5633200000,5668800000,35600000.0,104,0,1,1
Giacomo Finucci,ti devi sbrigare,1,1,5669600000,5698000000,28400000.0,105,0,1,1
Samurai Valerio,ti pago per risolvere i problemi,1,1,5669600000,5698000000,28400000.0,106,0,1,1
Giacomo Finucci,io sono un tecnico,1,1,5698800000,5710800000,12000000.0,107,0,1,1
Giacomo Finucci,posso dire che il tuo progetto per ostia rispetta la legge,1,1,5711600000,5741200000,29600000.0,108,0,1,1
Giacomo Finucci,ma per farlo me lo devono mettere sul tavolo devono dargli priorità,1,1,5742000000,5774800000,32800000.0,109,0,1,1
Giacomo Finucci,ti serve la politica,1,1,5802000000,5826000000,24000000.0,111,0,1,1
Samurai Valerio,chi,1,1,5844000000,5862800000,18800000.0,112,0,1,1
Giacomo Finucci,cinaglia,1,1,5844000000,5862800000,18800000.0,113,0,1,1
Giacomo Finucci,il presidente della commissione edilizia,1,1,5868400000,5890000000,21600000.0,114,0,1,1
Giacomo Finucci,un rappresentante del popolo,1,1,5890800000,5910400000,19600000.0,115,0,1,1
Giacomo Finucci,un frustrato con gli ideali,1,1,5911200000,5926400000,15200000.0,116,0,1,1
Samurai Valerio,che c è,1,1,5983600000,6006400000,22800000.0,117,0,1,1
Saverio Boiardo Guerri,c è un problema con gli zingari,1,1,5983600000,6006400000,22800000.0,118,0,1,1
Samurai Valerio,va bene france mi pare che si è scaricato,1,1,6032400000,6056400000,24000000.0,119,0,1,1
Sandro Monaschi,sara,1,1,6149600000,6158000000,8400000.0,123,0,1,1
Sara Monaschi,d accordo la commissione è spaccata e l altro consorzio è in mano alla maggioranza,1,1,6204800000,6252800000,44000000.0,126,0,0,1
Sandro Monaschi,sara,1,1,6253600000,6271200000,17600000.0,127,0,1,1
Sara Monaschi,arrivo quello che conta è il voto del monsignor theodosiou sono mesi che ci lavoro va bene oggi lo inchioderò la richiamo dopo,1,1,6253600000,6372800000,83600000.0,132,0,0,1
Sandro Monaschi,che facciamo,1,1,6487600000,6497600000,10000000.0,136,0,1,1
Sara Monaschi,hanno 20 giorni per chiudere tutto e per decidere chi costruisce e dove,1,1,6514800000,6549200000,34400000.0,137,0,0,1
Sandro Monaschi,abbiamo tempo sara,1,1,6577200000,6588400000,11200000.0,138,0,1,1
Sandro Monaschi,e lo sai bene,1,1,6594800000,6604800000,10000000.0,139,0,1,1
Sandro Monaschi,siamo pieni di debiti e non mi va di finire in bancarotta,1,1,6605600000,6639200000,33600000.0,140,0,1,1
Sara Monaschi,sì ma a questo punto anche loro tra i bilanci in rosso e i vescovi sotto processo in america hanno bisogno di soldi devono vendere chi viene oggi dal papa,1,1,6640000000,6769200000,103600000.0,144,0,0,1
Sandro Monaschi,i reali di svezia,1,1,6739600000,6769200000,29600000.0,145,0,1,1
Sara Monaschi,e allora sarà una cosa lunga,1,1,6770000000,6787200000,17200000.0,146,0,0,1
Sandro Monaschi,fammi sapere come va la riunione,1,1,6818400000,6833200000,14800000.0,147,0,1,1
Sara Monaschi,scappo tranquillo,1,1,6847200000,6880000000,19200000.0,149,0,0,1
Giacomo Finucci,cinaglia,1,1,6949600000,6959600000,10000000.0,151,0,1,1
Giacomo Finucci,ho sentito dire che il suo partito vuole dare un segnale di svolta,1,1,6970000000,7004800000,34800000.0,152,0,1,1
Giacomo Finucci,facce nuove in campidoglio sono anni che lei sta in consiglio no,1,1,7005600000,7046000000,40400000.0,153,0,1,1
Amedeo Cinaglia,ho sempre preso parecchi voti,1,1,7050800000,7083200000,32400000.0,154,0,1,1
Giacomo Finucci,lo so bene,1,1,7050800000,7083200000,32400000.0,155,0,1,1
Giacomo Finucci,quello che le sto dicendo è che stavolta però,1,1,7093200000,7115600000,22400000.0,156,0,1,1
Giacomo Finucci,rischia di rimanere fuori dalle liste dei candidati,1,1,7116400000,7142400000,26000000.0,157,0,1,1
Giacomo Finucci,rischia di restare a casa,1,1,7148000000,7161600000,13600000.0,158,0,1,1
Amedeo Cinaglia,fortunatamente questo non la riguarda no finucci,1,1,7162400000,7189600000,27200000.0,159,0,1,1
Giacomo Finucci,ha ragione ma mi dia retta,1,1,7190400000,7205200000,14800000.0,160,0,1,1
Giacomo Finucci,gli anni qua dentro non si buttano via così,1,1,7206000000,7229600000,23600000.0,161,0,1,1
Giacomo Finucci,lei dovrebbe avere un incarico più importante di quello che ha,1,1,7230400000,7263200000,32800000.0,162,0,1,1
Giacomo Finucci,un assessorato,1,1,7264000000,7277200000,13200000.0,163,0,1,1
Giacomo Finucci,ne parli col sindaco o con qualcuno che conta veramente,1,1,7291600000,7322000000,30400000.0,164,0,1,1
Giacomo Finucci,la sua ex moglie,1,1,7322800000,7333200000,10400000.0,165,0,1,1
Amedeo Cinaglia,arrivederci,1,1,7369200000,7378000000,8800000.0,166,0,1,1
Manfredi Anacleti,hai finito spadi eh,1,1,7832000000,7857200000,25200000.0,173,0,1,1
Alberto Anacleti,che vuoi,1,1,7876800000,7899600000,22800000.0,174,0,1,1
Manfredi Anacleti,va con lui,1,1,7876800000,7899600000,22800000.0,175,0,1,1
Alberto Anacleti,dove,1,1,7908800000,7932000000,23200000.0,176,0,1,1
Manfredi Anacleti,vai con lui,1,1,7908800000,7932000000,23200000.0,177,0,1,1
Manfredi Anacleti,che c è,1,1,7996000000,8011600000,15600000.0,178,0,1,1
Manfredi Anacleti,vai,1,1,8160000000,8168800000,8800000.0,180,0,1,1
Manfredi Anacleti,improvvisatona eh,1,1,8178400000,8194800000,16400000.0,181,0,1,1
Manfredi Anacleti,entra oggi è un giorno di festa,1,1,8229200000,8243200000,14000000.0,182,0,1,1
Manfredi Anacleti,vieni a prendere un caffè mio fratello si fidanza,1,1,8244000000,8265600000,21600000.0,183,0,1,1
Samurai Valerio,stiamo bene qua non sono venuto per gli auguri hai mandato un coglione a rompere il cazzo a un locale degli adami ieri sera eh che c è ti vuoi allargare,1,1,8266400000,8372800000,78800000.0,187,1,1,1
Manfredi Anacleti,mica sono zone tue,1,1,8373600000,8393600000,20000000.0,188,0,1,1
Samurai Valerio,tutta roma è zona mia,1,1,8394400000,8410400000,16000000.0,189,0,1,1
Manfredi Anacleti,boris è un pischello stava lì per divertirsi,1,1,8439200000,8463600000,24400000.0,190,0,1,1
Manfredi Anacleti,sono sti cazzo di adami che hanno il minimo alto,1,1,8464400000,8489200000,24800000.0,191,1,1,1
Manfredi Anacleti,vai a domandare a loro come sono andate le cose,1,1,8490000000,8512000000,22000000.0,192,0,1,1
Samurai Valerio,forse tu non capisci bene l italiano io il sinti non lo parlo e neanche m interessa di impararlo è la prima e l ultima volta che vengo in questo posto di merda a dirtelo attento a fare scoppiare la guerra la perdi e lo sai,1,1,8517600000,8672000000,130400000.0,197,1,1,1
Manfredi Anacleti,sì ma l offesa a mio cugino rimane e quello bisogna calmarlo che dici,1,1,8677600000,8716800000,39200000.0,198,0,1,1
Samurai Valerio,vedo che sei svelto a capire quanto ti devono dare per chiudere sta storia,1,1,8730400000,8784000000,36000000.0,200,0,1,1
Monsignor Theodosiou,la situazione del nostro bilancio è critica,1,1,8885600000,8911600000,26000000.0,201,0,1,1
Monsignor Theodosiou,ma noi siamo chiamati a dare fondamento alla speranza,1,1,8917600000,8946400000,28800000.0,202,0,1,1
Cardinale Cosimo Giunti,l offerta di cui ti parlavo per i nostri terreni di ostia,1,1,8955200000,8985200000,30000000.0,203,0,1,1
Cardinale Cosimo Giunti,ricevuta dal consorzio specchio azzurro,1,1,8986000000,9013600000,27600000.0,204,0,1,1
Cardinale Cosimo Giunti,è importante proprio perché può dare fondamento,1,1,9014400000,9042800000,28400000.0,205,0,1,1
Cardinale Cosimo Giunti,alla speranza di risanare almeno in parte il nostro bilancio,1,1,9047600000,9104800000,57200000.0,206,0,1,1
Monsignor Theodosiou,cosimo è vero,1,1,9114400000,9127600000,13200000.0,207,0,1,1
Monsignor Theodosiou,noi però dobbiamo sapere a chi vendiamo,1,1,9128400000,9150400000,22000000.0,208,0,1,1
Monsignor Theodosiou,io voglio che le nostre vendite siano cristalline,1,1,9151200000,9178000000,26800000.0,209,0,1,1
Cardinale Cosimo Giunti,lei è il nostro revisore dei conti,1,1,9209600000,9228400000,18800000.0,210,0,1,1
Cardinale Cosimo Giunti,allora spieghi lei dr ssa monaschi,1,1,9229200000,9250800000,21600000.0,211,0,1,1
Cardinale Cosimo Giunti,che a volte è difficile dire di no a certe offerte,1,1,9251600000,9287200000,35600000.0,212,0,1,1
Sara Monaschi,eminenza la nostra situazione di bilancio è molto critica ma condivido le preoccupazioni di monsignor theodosiou,1,1,9288000000,9349600000,60800000.0,214,0,0,1
Cardinale Cosimo Giunti,ascolti dottoressa,1,1,9350400000,9365200000,14800000.0,215,0,1,1
Monsignor Theodosiou,io voglio che ognuno di noi pensi bene a cosa è meglio per la chiesa,1,1,9375600000,9415200000,39600000.0,216,0,1,1
Monsignor Theodosiou,e per pensare bene è necessario prendersi delle pause,1,1,9424000000,9454000000,30000000.0,217,0,1,1
Monsignor Theodosiou,la riunione è aggiornata fratelli,1,1,9470000000,9489200000,19200000.0,218,0,1,1
Sara Monaschi,monsignore mi scusi penso sia il caso che la pausa che ha chiesto non sia troppo lunga il sindaco si è appena dimesso e,1,1,9606000000,9696800000,74400000.0,221,0,0,1
Monsignor Theodosiou,lo so,1,1,9673600000,9696800000,23200000.0,222,0,1,1
Monsignor Theodosiou,ma come ha detto anche lei bisogna valutare con molta attenzione,1,1,9709200000,9737600000,28400000.0,223,0,1,1
Monsignor Theodosiou,la società a cui vendiamo,1,1,9738400000,9751200000,12800000.0,224,0,1,1
Monsignor Theodosiou,sia il consorzio che la edilcigno di cui fa parte suo marito,1,1,9767200000,9802800000,35600000.0,225,0,1,1
Sara Monaschi,certo magari una di quelle serate senza pensieri può aiutarla a velocizzare queste pratiche,1,1,9819200000,9924800000,70000000.0,229,0,0,1
Monsignor Theodosiou,vogliamo fare stasera,1,1,10042800000,10058400000,15600000.0,230,0,1,1
Sara Monaschi,stasera perché no,1,1,10059200000,10094400000,24400000.0,232,0,0,1
Monsignor Theodosiou,mi fa sapere lei,1,1,10111600000,10125200000,13600000.0,233,0,1,1
Sara Monaschi,ci penso io,1,1,10142400000,10153600000,11200000.0,234,0,0,1
Aureliano Adami,hai messo lo zucchero,1,1,10382400000,10398399999,15999999.0,236,0,1,1
Livia Adami,sì,1,1,10382400000,10398399999,15999999.0,237,0,0,1
Aureliano Adami,hai visto tuo padre sì lo schiavo del samurai,1,1,10424400000,10465999999,29999999.0,239,0,1,1
Livia Adami,almeno è schiavo di uno potente,1,1,10466800000,10485600000,18800000.0,240,0,0,1
Tullio Adami,oh ma che cazzo hai fatto,1,1,10486400000,10508000000,21600000.0,241,1,1,1
Aureliano Adami,niente che ho fatto,1,1,10522000000,10546800000,24800000.0,242,0,1,1
Tullio Adami,hai menato un anacleti,1,1,10522000000,10546800000,24800000.0,243,0,1,1
Aureliano Adami,mo te li dice samurai i cazzi di tuo figlio,1,1,10547600000,10569200000,21600000.0,244,1,1,1
Tullio Adami,no mi dice che sei un coglione quello che dice tutta roma,1,1,10570000000,10595600000,25600000.0,245,1,1,1
Livia Adami,stavano in un locale nostro papà,1,1,10596400000,10619200000,22800000.0,246,0,0,1
Aureliano Adami,ecco mo ha capito che non lo può fare,1,1,10596400000,10648000000,50800000.0,248,0,1,1
Tullio Adami,no invece tu adesso vai lì,1,1,10620000000,10648000000,28000000.0,249,0,1,1
Tullio Adami,gli vai a chiedere scusa e gli porti i soldi,1,1,10648800000,10670800000,22000000.0,250,0,1,1
Tullio Adami,i tuoi per la precisione quelli che prendi dalla roba dei cancelli,1,1,10671600000,10699200000,27600000.0,251,0,1,1
Aureliano Adami,ma stai zitto il samurai parla e tu apri la bocca sei un pupazzo,1,1,10700000000,10730400000,30400000.0,252,0,1,1
Tullio Adami,testa di cazzo,1,1,10731200000,10746400000,15200000.0,253,1,1,1
Livia Adami,stai buono vai di là per favore stai calmo,1,1,10731200000,10774400000,41600000.0,256,0,0,1
Boris,guarda che spettacolo questa,1,1,10809600000,10827600000,18000000.0,257,0,1,1
Boris,dodici cilindri,1,1,10828400000,10841200000,12800000.0,258,0,1,1
Boris,tuo fratello sta sbroccando spadi non ci sta più col cervello,1,1,10850400000,10882400000,32000000.0,259,0,1,1
Boris,col fatto che ti sposi con una sale è convinto che ci possiamo allargare,1,1,10887600000,10925200000,37600000.0,260,0,1,1
Boris,mi ha mandato al locale degli adami così per vedere come reagivano,1,1,10926000000,10962000000,36000000.0,261,0,1,1
Boris,guarda qua,1,1,10977200000,10991200000,14000000.0,262,0,1,1
Boris,ma sei contento sì,1,1,10992000000,11009200000,17200000.0,263,0,1,1
Boris,devi scegliere una macchina di un certo stile spadi,1,1,11023200000,11050000000,26800000.0,264,0,1,1
Boris,alla fine sta angelica deve essere tua per tutta la vita no,1,1,11056000000,11082400000,26400000.0,265,0,1,1
Boris,tie oh,1,1,11088400000,11102000000,13600000.0,266,0,1,1
Boris,ti presenti con una di queste,1,1,11112800000,11136800000,24000000.0,267,0,1,1
Boris,ti casca ai piedi,1,1,11137600000,11158000000,20400000.0,268,0,1,1
Franco Marchilli,lele,1,1,11188000000,11208000000,20000000.0,270,0,1,1
Franco Marchilli,sempre due ore dentro a sto bagno stai,1,1,11217200000,11240000000,22800000.0,271,0,1,1
Gabriele Marchilli,papà hai fatto colazione,1,1,11246000000,11275600000,29600000.0,272,0,1,1
Franco Marchilli,che hai fatto al labbro,1,1,11246000000,11275600000,29600000.0,273,0,1,1
Gabriele Marchilli,niente dai fammi andare che è tardi,1,1,11276400000,11296400000,20000000.0,274,0,1,1
Franco Marchilli,che hai stamattina ti vedo nervoso,1,1,11325600000,11349600000,24000000.0,275,0,1,1
Franco Marchilli,è successo qualcosa,1,1,11353600000,11365600000,12000000.0,276,0,1,1
Gabriele Marchilli,no niente pa,1,1,11370400000,11380400000,10000000.0,277,0,1,1
Franco Marchilli,problemi all università,1,1,11381200000,11406800000,25600000.0,278,0,1,1
Gabriele Marchilli,no tranquillo,1,1,11381200000,11406800000,25600000.0,279,0,1,1
Franco Marchilli,dai che manca poco,1,1,11407600000,11421200000,13600000.0,280,0,1,1
Franco Marchilli,ti aspetto da gianni,1,1,11439600000,11456000000,16400000.0,281,0,1,1
Gabriele Marchilli,sì scusa sto in ritardo,1,1,11466400000,11490000000,22800000.0,283,0,1,1
Franco Marchilli,ciao,1,1,11519600000,11528400000,8800000.0,284,0,1,1
Gabriele Marchilli,ciao,1,1,11536000000,11544400000,8400000.0,285,0,1,1
Gabriele Marchilli,sì mi devi aiutare marco ho fatto un casino ho fatto incazzare uno grosso e gli devo dare 20 000 euro oggi ti prego marco cazzo fanculo,1,1,11655200000,11842400000,110800000.0,293,1,1,1
Gabriele Marchilli,ehi sara come stai ehm oggi sto un po incasinato però però dai ce la potrei fare dove ci vediamo ok a dopo ciao,1,1,12054800000,12278800000,99600000.0,302,0,1,1
Samurai Valerio,presidente cinaglia avrei bisogno di un minuto del suo tempo cosa fa non è neanche curioso di sentire cosa ho da dirle,1,1,12463600000,12608000000,70800000.0,306,0,1,1
Amedeo Cinaglia,no io da lei non voglio sentire niente arrivederci,1,1,12613200000,12648400000,33200000.0,308,0,1,1
Samurai Valerio,un politico che prende l autobus di solito ci salite in campagna elettorale a caccia di voti,1,1,13305200000,13386800000,53200000.0,310,0,1,1
Amedeo Cinaglia,io lo prendo tutti i giorni,1,1,13403600000,13417600000,14000000.0,311,0,1,1
Samurai Valerio,perché lei è un vero rappresentante del popolo,1,1,13448800000,13472400000,23600000.0,312,0,1,1
Amedeo Cinaglia,esatto solo che non rappresento quelli come lei,1,1,13473200000,13504800000,31600000.0,313,0,1,1
Samurai Valerio,dice pensi che io posso anche averla votata,1,1,13505600000,13551600000,37600000.0,315,0,1,1
Amedeo Cinaglia,lo escludo,1,1,13524000000,13551600000,27600000.0,316,0,1,1
Samurai Valerio,roma ha bisogno di politici come lei politici che stanno in mezzo alla gente e amano questa città vanno valorizzati questi uomini perché ce ne sono sempre di meno,1,1,13570400000,13762000000,89600000.0,319,0,1,1
Amedeo Cinaglia,certo e lei sa come valorizzarli ma in cambio cosa vuole,1,1,13770000000,13840400000,45600000.0,322,0,1,1
Samurai Valerio,io e lei vogliamo la stessa cosa il bene di roma,1,1,13856400000,13906400000,31600000.0,324,0,1,1
Sara Monaschi,ehi come stai,1,1,14305600000,14325200000,19600000.0,325,0,0,1
Gabriele Marchilli,ciao mi sei mancata,1,1,14305600000,14376800000,34000000.0,327,0,1,1
Sara Monaschi,senti lele io ti ho chiamato perché mi serve il tuo aiuto devo organizzare una festa stasera mi devi dare una mano,1,1,14406000000,14476400000,62800000.0,329,0,0,1
Gabriele Marchilli,mi hai chiamato per una festa,1,1,14493600000,14522800000,29200000.0,330,0,1,1
Sara Monaschi,sì ma è una cosa importante un ospite particolare a cui tengo molto,1,1,14493600000,14568000000,60400000.0,332,0,0,1
Gabriele Marchilli,ci provo,1,1,14536800000,14568000000,31200000.0,333,0,1,1
Sara Monaschi,non mi basta un tentativo,1,1,14568800000,14586000000,17200000.0,334,0,0,1
Gabriele Marchilli,sara non mi chiami da tre mesi,1,1,14568800000,14610400000,40800000.0,336,0,1,1
Sara Monaschi,dai gabriele gabriele per favore,1,1,14586800000,14627200000,39600000.0,338,0,0,1
Gabriele Marchilli,va bene,1,1,14638000000,14653200000,15200000.0,339,0,1,1
Sara Monaschi,ti prego,1,1,14638000000,14653200000,15200000.0,340,0,0,1
Gabriele Marchilli,avrai le migliori puttane e la migliore cocaina di roma però è l ultima cosa che faccio per te,1,1,14658800000,14698000000,38400000.0,342,1,1,1
Livia Adami,guarda come s è ridotto sto posto fa schifo,1,1,14769600000,14801200000,31600000.0,343,0,0,1
Aureliano Adami,ma tu te lo devi immaginare diverso,1,1,14819600000,14857600000,38000000.0,344,0,1,1
Livia Adami,e quanto mi costa immaginarlo diverso,1,1,14819600000,14857600000,38000000.0,345,0,0,1
Aureliano Adami,una piotta o una piotta e mezzo tuo padre caccia i soldi per uno zingaro di merda ma niente per sistemare qui,1,1,14858400000,14971600000,65600000.0,347,1,1,1
Livia Adami,perché non gli proponi un altra cosa se non te lo vuole dare non te lo dà,1,1,14972400000,15008000000,35600000.0,348,0,0,1
Aureliano Adami,perché questo era di mamma io questo voglio non voglio un altra cosa,1,1,15008800000,15071200000,34400000.0,350,0,1,1
Livia Adami,ristorante discoteca e slot con meno di 300 000 euro non te la cavi aurelia,1,1,15160400000,15210000000,48800000.0,352,0,0,1
Aureliano Adami,i conti sono roba tua infatti questo posto devi gestirlo tu mica io,1,1,15227200000,15300000000,43200000.0,354,0,1,1
Livia Adami,facciamo una cosa tu chiedi scusa allo zingaro e io parlo con papà e vediamo che si può fare,1,1,15312400000,15370800000,52400000.0,356,0,0,1
Aureliano Adami,così avremo una cosa mia e tua senza quel rompicoglioni di mezzo il migliore stabilimento di ostia,1,1,15396800000,15462000000,58000000.0,358,1,1,1
Livia Adami,pareggia sta storia e io parlo con papà andiamo va che sento freddo,1,1,15466400000,15536800000,51200000.0,360,0,0,1
Aureliano Adami,facciamo che prima parli con papà se dice di sì pareggio la cosa con lo zingaro,1,1,15590000000,15636800000,46000000.0,362,0,1,1
Livia Adami,ti ho detto che c ho freddo andiamo facciamo una passerella che mi si rovinano le scarpe,1,1,15663600000,15741600000,62800000.0,364,0,0,1
Amedeo Cinaglia,ma che cazzo guardi mo vado lì e gli spacco la faccia,1,1,15969200000,16002800000,33600000.0,366,1,1,1
Gabriella,vai chi te lo vieta l hai già fatto quando ti ho lasciato no,1,1,16012800000,16041200000,28400000.0,367,0,0,1
Amedeo Cinaglia,repetita iuvant,1,1,16042000000,16058400000,16400000.0,368,0,1,1
Gabriella,a cosa,1,1,16042000000,16058400000,16400000.0,369,0,0,1
Amedeo Cinaglia,al mio umore,1,1,16059200000,16080400000,21200000.0,370,0,1,1
Gabriella,amedeo che vuoi,1,1,16059200000,16080400000,21200000.0,371,0,0,1
Amedeo Cinaglia,sapere se il sindaco ci ripenserà,1,1,16081200000,16102400000,21200000.0,372,0,1,1
Gabriella,no ha deciso,1,1,16081200000,16102400000,21200000.0,373,0,0,1
Amedeo Cinaglia,il partito ha già scelto il prossimo candidato,1,1,16103200000,16126000000,22800000.0,374,0,1,1
Gabriella,vuoi farlo tu non hai il profilo e lo sai,1,1,16126800000,16147600000,20800000.0,375,0,0,1
Amedeo Cinaglia,non lo so gabriella,1,1,16148400000,16164000000,15600000.0,376,0,1,1
Gabriella,amedeo,1,1,16148400000,16164000000,15600000.0,377,0,0,1
Amedeo Cinaglia,presto ci saranno nuove elezioni voglio che il partito mi sostenga,1,1,16164800000,16196000000,31200000.0,378,0,1,1
Gabriella,l abbiamo sempre fatto,1,1,16196800000,16212800000,16000000.0,379,0,0,1
Amedeo Cinaglia,no voi mi avete usato vi sono serviti i voti delle periferie vi facevano comodo poi invece mi avete sbattuto in una commissione del cazzo,1,1,16196800000,16279600000,80400000.0,383,1,1,1
